"code","name","sectionCode","sectionName","divisionCode","divisionName","groupCode","groupName","categoryCode","categoryName","browseCategory","industrialFacilityVerdict","industrialFacilityReason","industrialFacilityLegalBases","industrialFacilityNotes","knowledgeIndustryCenterVerdict","knowledgeIndustryCenterReason","knowledgeIndustryCenterLegalBases","knowledgeIndustryCenterNotes","searchKeywords"
"01110","곡물 및 기타 식량작물 재배업","A","농업, 임업 및 어업","01","농업","011","작물 재배업","0111","곡물 및 기타 식량작물 재배업","제조·바이오·그린","eligible","작물재배업 허용 그룹에 포함되는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","유전공학 및 바이오 연계 작물재배업이 허용됩니다.","eligible","지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용 | 산업집적법 시행령 제6조 제2항","","01110 | 곡물 및 기타 식량작물 재배업 | A | 농업, 임업 및 어업 | 01 | 농업 | 011 | 작물 재배업 | 0111 | 곡물 및 기타 식량작물 재배업 | 제조·바이오·그린 | 작물재배업 허용 그룹에 포함되는 코드입니다. | 지식산업센터 5자리 코드 기준에서 바로 허용되는 업종입니다. | 유전공학 및 바이오 연계 작물재배업이 허용됩니다."
"01220","양돈업","A","농업, 임업 및 어업","01","농업","012","축산업","0122","양돈업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01220 | 양돈업 | A | 농업, 임업 및 어업 | 01 | 농업 | 012 | 축산업 | 0122 | 양돈업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01231","양계업","A","농업, 임업 및 어업","01","농업","012","축산업","0123","가금류 및 조류 사육업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01231 | 양계업 | A | 농업, 임업 및 어업 | 01 | 농업 | 012 | 축산업 | 0123 | 가금류 및 조류 사육업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01239","기타 가금류 및 조류 사육업","A","농업, 임업 및 어업","01","농업","012","축산업","0123","가금류 및 조류 사육업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01239 | 기타 가금류 및 조류 사육업 | A | 농업, 임업 및 어업 | 01 | 농업 | 012 | 축산업 | 0123 | 가금류 및 조류 사육업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01291","말 및 양 사육업","A","농업, 임업 및 어업","01","농업","012","축산업","0129","기타 축산업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01291 | 말 및 양 사육업 | A | 농업, 임업 및 어업 | 01 | 농업 | 012 | 축산업 | 0129 | 기타 축산업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01299","그 외 기타 축산업","A","농업, 임업 및 어업","01","농업","012","축산업","0129","기타 축산업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01299 | 그 외 기타 축산업 | A | 농업, 임업 및 어업 | 01 | 농업 | 012 | 축산업 | 0129 | 기타 축산업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01300","작물재배 및 축산 복합농업","A","농업, 임업 및 어업","01","농업","013","작물재배 및 축산 복합농업","0130","작물재배 및 축산 복합농업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01300 | 작물재배 및 축산 복합농업 | A | 농업, 임업 및 어업 | 01 | 농업 | 013 | 작물재배 및 축산 복합농업 | 0130 | 작물재배 및 축산 복합농업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01411","작물재배 지원 서비스업","A","농업, 임업 및 어업","01","농업","014","작물재배 및 축산 관련 서비스업","0141","작물재배 관련 서비스업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01411 | 작물재배 지원 서비스업 | A | 농업, 임업 및 어업 | 01 | 농업 | 014 | 작물재배 및 축산 관련 서비스업 | 0141 | 작물재배 관련 서비스업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01412","농산물 건조, 선별 및 기타 수확 후 서비스업","A","농업, 임업 및 어업","01","농업","014","작물재배 및 축산 관련 서비스업","0141","작물재배 관련 서비스업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01412 | 농산물 건조, 선별 및 기타 수확 후 서비스업 | A | 농업, 임업 및 어업 | 01 | 농업 | 014 | 작물재배 및 축산 관련 서비스업 | 0141 | 작물재배 관련 서비스업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01420","축산 관련 서비스업","A","농업, 임업 및 어업","01","농업","014","작물재배 및 축산 관련 서비스업","0142","축산 관련 서비스업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01420 | 축산 관련 서비스업 | A | 농업, 임업 및 어업 | 01 | 농업 | 014 | 작물재배 및 축산 관련 서비스업 | 0142 | 축산 관련 서비스업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"01500","수렵 및 관련 서비스업","A","농업, 임업 및 어업","01","농업","015","수렵 및 관련 서비스업","0150","수렵 및 관련 서비스업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","01500 | 수렵 및 관련 서비스업 | A | 농업, 임업 및 어업 | 01 | 농업 | 015 | 수렵 및 관련 서비스업 | 0150 | 수렵 및 관련 서비스업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"02011","임업용 종묘 생산업","A","농업, 임업 및 어업","02","임업","020","임업","0201","영림업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","02011 | 임업용 종묘 생산업 | A | 농업, 임업 및 어업 | 02 | 임업 | 020 | 임업 | 0201 | 영림업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
"02012","육림업","A","농업, 임업 및 어업","02","임업","020","임업","0201","영림업","농업, 임업 및 어업","ineligible","마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다.","마곡 관리기본계획 6~8쪽 산업시설구역 입주업종","산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다.","ineligible","현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다.","마곡 관리기본계획 7~8쪽 지식산업센터 예외 허용","지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다.","02012 | 육림업 | A | 농업, 임업 및 어업 | 02 | 임업 | 020 | 임업 | 0201 | 영림업 | 농업, 임업 및 어업 | 마곡 산업시설구역의 명시 허용 업종표에 직접 들어가지 않는 코드입니다. | 현재 마곡 지식산업센터 허용 코드표와 조문 대응표에서 직접 확인되지 않는 코드입니다. | 산업시설구역은 관리기본계획에 적힌 허용 그룹과 prefix에 속한 업종만 기본 허용으로 봅니다. | 지식산업센터는 관리기본계획 기본 업종과 시행령 제6조제2항부터 제5항의 연결 범위 안에서만 기본 검토합니다."
